name, gs_email, as_pc_chair, as_pc, as_session_chair, as_panelist, as_keynote_speaker, as_author, pc_chairs, pcs, session_chairs, panels, keynotes, papers, gender, country, sector, npubs, hindex, hindex5y, i10index, i10index5y, citedby
"Shacham, Hovav", @cs.ucsd.edu, 0, 0, 1, 0, 0, 1, , , CCS, , , NDSS_17_067, M, US, EDU, , , , , , 
"Shacham, Ohad", @yahoo-inc.com, 0, 0, 0, 0, 0, 1, , , , , , FAST_17_012, M, , COM, 33, 9, 8, 6, 4, 291
"Shacklett, Brennan", , 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_021, M, , , , , , , , 
"Shade, Robbie", @robots.ox.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_030, M, UK, EDU, 3, 3, 3, 2, 2, 200
"Shadid, Arsalan", @sbu.ac.ir, 0, 1, 0, 0, 0, 0, , CCGrid, , , , , M, IR, EDU, 28, 6, 6, 4, 4, 113
"Shafaei, Alireza", @usc.edu, 0, 0, 0, 0, 0, 1, , , , , , HPCA_17_045, M, US, EDU, 31, 7, 7, 4, 4, 110
"Shafaei, Mansour", @ece.neu.edu, 0, 0, 0, 0, 0, 1, , , , , , HotStorage_17_011, M, US, EDU, 9, 4, 3, 1, 1, 53
"Shafiq, Muhammad", , 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_031, M, , , , , , , , 
"Shafiq, Zubair", @uiowa.edu, 0, 0, 0, 0, 0, 4, , , , , , "IMC_17_012, IMC_17_021, SIGMETRICS_17_008, ICDM_17_068", , US, EDU, 82, 21, 20, 27, 24, 1619
"Shafique, Muhammad", @tuwien.ac.at, 0, 1, 0, 0, 0, 0, , IGSC, , , , , M, AT, EDU, 335, 26, 24, 78, 74, 2851
"Shah, Chinmayee", @stanford.edu, 0, 0, 0, 0, 0, 1, , , , , , ATC_17_039, F, US, EDU, 11, 2, 2, 0, 0, 17
"Shah, Chirag", @rutgers.edu, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, US, EDU, 224, 27, 24, 56, 47, 2821
"Shah, Devavrat", @mit.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_025, M, US, EDU, 301, 55, 42, 143, 105, 11719
"Shah, Dhara", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_016, F, , , , , , , , 
"Shah, Harshil", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_015, M, , , , , , , , 
"Shah, Mehul", , 0, 0, 1, 0, 0, 0, , , SIGMOD, , , , M, , , , , , , , 
"Shah, Miral", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_015, F, , , , , , , , 
"Shah, Parikshit", @discovery.wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_015, M, US, EDU, 72, 14, 12, 22, 17, 1105
"Shah, Vivek", , 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_024, M, , , , , , , , 
"Shahabi, Cyrus", @usc.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_031, M, US, EDU, 524, 53, 38, 196, 123, 11696
"Shahaf, Dafna", @cs.huji.ac.il, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_027, , IL, EDU, 33, 12, 12, 15, 13, 859
"Shahaf, Gal", , 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_008, , , , , , , , , 
"Shahid, Usman", @ndsu.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_068, , US, EDU, 24, 6, 6, 4, 4, 190
"Shahidi, Narges", @psu.edu, 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_049, F, US, EDU, 9, 2, 2, 0, 0, 12
"Shahrad, Mohammad", @princeton.edu, 0, 0, 0, 0, 0, 2, , , , , , "HotCloud_17_006, SOCC_17_005", M, US, EDU, 7, 2, 2, 1, 1, 23
"Shaikh, Anees", @google.com, 0, 1, 0, 0, 0, 0, , NSDI, , , , , M, , COM, 144, 36, 25, 59, 39, 4892
"Shaikhha, Amir", @epfl.ch, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_001, M, CH, EDU, 9, 3, 3, 2, 2, 47
"Shakkottai, Srinivas", @tamu.edu, 0, 1, 0, 0, 0, 0, , MASCOTS, , , , , M, US, EDU, 57, 22, 20, 25, 23, 2184
"Shalev, Noam", , 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_031, M, , , , , , , , 
"Shalf, John", @lbl.gov, 0, 1, 1, 1, 0, 5, , SC, ISC, SC, , "ICPP_17_018, HiPC_17_001, EuroPar_17_010, IISWC_17_009, CCGrid_17_012", M, US, GOV, 268, 48, 35, 113, 80, 11438
"Shamir, Adi", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_024, , , , , , , , , 
"Shamsi, Zain", @tamu.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_060, M, US, EDU, 5, 1, 1, 0, 0, 10
"Shan, Huasong", @lsu.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_107, M, US, EDU, 2, 1, 1, 0, 0, 1
"Shan, Pingjia", , 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_003, M, , , , , , , , 
"Shan, Tony", , 0, 0, 0, 1, 0, 0, , , , CLOUD, , , M, , , , , , , , 
"Shan, Yizhou", @purdue.edu, 0, 0, 0, 0, 0, 1, , , , , , SOCC_17_024, M, US, EDU, 1, 0, 0, 0, 0, 0
"Shanbhag, Anil", @mit.edu, 0, 0, 0, 0, 0, 2, , , , , , "CIDR_17_027, SOCC_17_017", M, US, EDU, 7, 2, 2, 0, 0, 13
"Shanbhag, Uday", @psu.edu, 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_020, M, US, EDU, 110, 20, 19, 35, 30, 1298
"Shands, Deborah", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_009, F, , , , , , , , 
"Shang, Zechao", @uchicago.edu, 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_023, M, US, EDU, 13, 4, 4, 3, 3, 96
"Shangguan, Longfei", @cs.princeton.edu, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_034, M, US, EDU, 41, 11, 11, 13, 13, 388
"Shantharam, Manu", @ucsd.edu, 0, 2, 0, 0, 0, 0, , "SC, HiPC", , , , , M, US, EDU, 15, 6, 6, 5, 5, 229
"Shao, Yakun Sophia", @nvidia.com, 0, 1, 1, 0, 0, 0, , ISCA, ISCA, , , , F, , COM, 11, 7, 7, 5, 5, 250
"Shao, Zhong", @yale.edu, 0, 1, 0, 0, 0, 0, , PLDI, , , , , M, US, EDU, 123, 36, 18, 63, 33, 3151
"Shao, Zili", @comp.polyu.edu.hk, 0, 0, 0, 0, 0, 1, , , , , , FAST_17_027, M, HK, EDU, 201, 24, 21, 72, 54, 1998
"Shaon, Fahad", @utdallas.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_075, M, US, EDU, 2, 0, 0, 0, 0, 0
"Shapiro, Guy", , 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_031, M, , , , , , , , 
"Shapiro, Marc", @acm.org, 0, 2, 0, 0, 0, 0, , "ASPLOS, Middleware", , , , , M, , , 222, 30, 19, 79, 35, 5068
"Shariatpanahi, Seyed Pooya", , 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_105, M, , , , , , , , 
"Sharifi, Akbar", , 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_017, M, , , , , , , , 
"Sharify, Sayeh", , 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_030, F, , , , , , , , 
"Sharma, Aneesh", @twitter.com, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, , COM, 20, 8, 8, 8, 8, 952
"Sharma, Bikash", @cse.psu.edu, 0, 0, 0, 0, 0, 2, , , , , , "ISCA_17_047, FAST_17_026", M, US, EDU, 16, 8, 8, 8, 8, 530
"Sharma, Gokarna", @kent.edu, 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_051, SPAA_17_009", M, US, EDU, 38, 7, 7, 5, 4, 224
"Sharma, Hardik", @gatech.edu, 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_028, , US, EDU, 9, 3, 3, 2, 2, 53
"Sharma, Naveen Kr.", @cs.washington.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_005, , US, EDU, 19, 8, 8, 8, 8, 598
"Sharma, Prateek", @cs.umass.edu, 0, 0, 0, 0, 0, 1, , , , , , SIGMETRICS_17_019, M, US, EDU, 14, 6, 6, 4, 4, 150
"Sharma, Puneet", @hpe.com, 0, 0, 0, 0, 0, 1, , , , , , HotCloud_17_011, M, US, COM, 1404, 42, 34, 242, 158, 11968
"Sharma, Rahul", @microsoft.com, 0, 0, 0, 0, 0, 3, , , , , , "OOPSLA_17_046, ASPLOS_17_022, PLDI_17_045", M, , COM, 25, 13, 13, 16, 16, 648
"Sharma, Suchakrapani Datt", @polymtl.ca, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_020, M, CA, EDU, 5, 1, 1, 0, 0, 7
"Sharma, Swagata", , 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_017, F, , , , , , , , 
"Sharma, Upendra", @us.ibm.com, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, US, COM, 51, 18, 15, 23, 20, 1284
"Sharpnack, James", @ucdavis.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_050, M, US, EDU, 25, 7, 7, 7, 7, 241
"Shastri, Supreeth", @umass.edu, 0, 0, 0, 0, 0, 2, , , , , , "HotCloud_17_010, SOCC_17_036", M, US, EDU, 7, 3, 3, 1, 1, 35
"Shaub, Florian", @umich.edu, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_036, M, US, EDU, 80, 18, 17, 31, 30, 1012
"Shavit, Nir", , 0, 0, 0, 0, 0, 2, , , , , , "EuroSys_17_035, PPoPP_17_025", , , , , , , , , 
"Shaw, Adrian L.", @hpe.com, 0, 0, 0, 0, 0, 1, , , , , , HotOS_17_023, M, US, COM, 12, 3, 3, 1, 1, 31
"Shaw, Kelly", @richmond.edu, 0, 2, 0, 0, 0, 0, , "IPDPS, ISPASS", , , , , F, US, EDU, 17, 8, 7, 8, 6, 483
"Shay, Richard", @richshay.com, 0, 0, 0, 0, 0, 1, , , , , , SP_17_043, M, , COM, 52, 20, 19, 23, 23, 1937
"Shayesteh, Anahita", , 0, 0, 0, 0, 0, 1, , , , , , SYSTOR_17_014, F, , , , , , , , 
"She, Chang", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_006, M, , , , , , , , 
"She, James", @ust.hk, 0, 0, 0, 0, 0, 2, , , , , , "KDD_17_042, HPCC_17_036", M, HK, EDU, 90, 16, 12, 25, 15, 968
"She, Jieying", , 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_059, F, , , , , , , , 
"She, Zuohao", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_013, M, , , , , , , , 
"Sheets, Kitrick", , 0, 1, 0, 0, 0, 0, , SC, , , , , , , , , , , , , 
"Sheikh, Hafiz Fahad", @intel.com, 0, 0, 0, 0, 0, 1, , , , , , IGSC_17_018, , , COM, 16, 6, 6, 5, 4, 143
"Sheikh, Rami", @ncsu.edu, 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_031, , US, EDU, 12, 4, 4, 2, 2, 51
"Shelat, Abhi", , 0, 2, 1, 0, 0, 2, , "NDSS, CCS", CCS, , , "CCS_17_033, CCS_17_128", M, , , , , , , , 
"Sheldon, Dan", @cs.umass.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_066, M, US, EDU, 70, 16, 16, 24, 21, 1047
"Shen, Chih-Ya", , 0, 0, 0, 0, 0, 1, , , , , , KDD_17_063, M, , , , , , , , 
"Shen, Emily", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_043, F, , , , , , , , 
"Shen, Fumin", @uestc.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , SIGIR_17_060, , CN, EDU, 87, 13, 13, 17, 17, 762
"Shen, Guobin", @zepplabs.com, 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_014, , , COM, 166, 32, 28, 69, 48, 3346
"Shen, Haiying", @virginia.edu, 0, 3, 0, 0, 0, 2, , "IPDPS, HiPC, CCGrid", , , , "ICPP_17_032, SPAA_17_003", F, US, EDU, 285, 25, 22, 80, 69, 2707
"Shen, Heng Tao", @uestc.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , SIGIR_17_060, M, CN, EDU, 221, 42, 37, 91, 75, 6541
"Shen, Huawei", @huawei.com, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, , COM, 11, 4, 4, 4, 4, 163
"Shen, Jialie", MISSING, 0, 0, 0, 0, 0, 1, , , , , , SIGIR_17_066, , , , 126, 25, 23, 52, 44, 2064
"Shen, Jiasi", , 0, 0, 0, 0, 0, 1, , , , , , SLE_17_016, F, , , , , , , , 
"Shen, Jie", , 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_071, , , , , , , , , 
"Shen, Jun", @uow.edu.au, 0, 1, 0, 0, 0, 1, , CLOUD, , , , CLOUD_17_010, M, AU, EDU, 167, 18, 13, 34, 20, 973
"Shen, Kai", @google.com, 0, 1, 0, 0, 0, 1, , HotStorage, , , , ATC_17_016, M, , COM, 68, 22, 16, 27, 18, 12263
"Shen, Li", , 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_095, MICRO_17_042", , , , , , , , , 
"Shen, Sheng", @illinois.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_030, M, US, EDU, 5, 2, 2, 1, 1, 18
"Shen, Sijie", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_026, M, , , , , , , , 
"Shen, Wenbo", @ncsu.edu, 0, 0, 0, 0, 0, 1, , , , , , SP_17_031, M, US, EDU, 18, 6, 6, 5, 5, 213
"Shen, Xipeng", @ncsu.edu, 0, 6, 2, 0, 0, 7, , "IPDPS, SC, ASPLOS, Cluster, PACT, CCGrid", "ASPLOS, PACT", , , "IPDPS_17_095, OOPSLA_17_023, SC_17_002, PPoPP_17_014, PLDI_17_023, MICRO_17_012, MICRO_17_046", M, US, EDU, 181, 25, 21, 51, 38, 3608
"Shen, Yang", @pku.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_014, M, CN, EDU, 85, 32, 31, 59, 59, 6016
"Shen, Yixiao", , 0, 0, 0, 0, 0, 1, , , , , , ICPE_17_014, M, , , , , , , , 
"Shen, Yongming", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_041, M, , , , , , , , 
"Shen, Zhaoyan", , 0, 0, 0, 0, 0, 1, , , , , , FAST_17_027, M, , , , , , , , 
"Shende, Sameer", @cs.uoregon.edu, 0, 4, 0, 0, 0, 0, , "IPDPS, SC, CCGrid, HPCC", , , , , M, US, EDU, 165, 26, 14, 55, 23, 3640
"Sheng, Quan Z.", @mq.edu.au, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, AU, EDU, 327, 29, 27, 82, 68, 6483
"Sheng, Victor S.", @uca.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_040, , US, EDU, 109, 20, 16, 32, 30, 3356
"Shenker, Scott", @icsi.berkeley.edu, 0, 0, 0, 0, 0, 6, , , , , , "NSDI_17_019, NSDI_17_040, SIGCOMM_17_017, HotOS_17_003, HotOS_17_020, SOSP_17_012", M, US, EDU, 570, 141, 88, 343, 231, 113032
"Shenoy, Prashant", @cs.umass.edu, 0, 0, 0, 0, 0, 1, , , , , , SIGMETRICS_17_019, , US, EDU, 379, 66, 46, 174, 134, 15108
"Sherr, Micah", @cs.georgetown.edu, 0, 1, 1, 0, 0, 2, , CCS, CCS, , , "NDSS_17_049, CCS_17_141", M, US, EDU, 87, 22, 17, 30, 25, 1111
"Sherry, Justine", @andrew.cmu.edu, 0, 1, 1, 0, 0, 0, , SIGCOMM, SIGCOMM, , , , F, US, EDU, 27, 12, 12, 12, 12, 989
"Sherwood, Timothy", @cs.ucsb.edu, 0, 3, 0, 0, 0, 2, , "CCS, HiPC, MICRO", , , , "ASPLOS_17_013, MICRO_17_049", M, US, EDU, 220, 40, 29, 83, 61, 7862
"Sheshadri, Ramanujan K", @buffalo.edu, 0, 0, 0, 0, 0, 1, , , , , , CoNEXT_17_004, M, US, EDU, 12, 5, 5, 5, 5, 108
"Shetty, Sachin", @odu.edu, 0, 0, 0, 0, 0, 2, , , , , , "CCGrid_17_048, CCGrid_17_049", M, US, EDU, 173, 13, 13, 19, 16, 609
"Shevade, Shirish", @csa.iisc.ernet.in, 0, 1, 0, 0, 0, 0, , ICDM, , , , , M, IN, GOV, 75, 16, 14, 19, 16, 4155
"Shewchuck, John", , 0, 0, 0, 1, 0, 0, , , , CLOUD, , , M, , , , , , , , 
"Shi, Bei", @se.cuhk.edu.hk, 0, 0, 0, 0, 0, 1, , , , , , SIGIR_17_038, M, HK, EDU, 10, 1, 1, 0, 0, 4
"Shi, Conglei", @us.ibm.com, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_038, M, US, COM, 19, 9, 9, 9, 9, 410
"Shi, Elaine", MISSING, 0, 0, 0, 0, 0, 3, , , , , , "NDSS_17_053, CCS_17_044, PODC_17_028", F, , , 154, 42, 42, 81, 80, 9559
"Shi, Haiyang", , 0, 0, 0, 0, 0, 1, , , , , , HotI_17_011, M, , , , , , , , 
"Shi, Lei", , 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_009, M, , , , , , , , 
"Shi, Liang", @cqu.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , ATC_17_057, M, CN, EDU, 57, 13, 13, 15, 15, 451
"Shi, Peitao", , 0, 0, 0, 0, 0, 1, , , , , , HPCA_17_040, N, , , , , , , , 
"Shi, Weisong", @wayne.edu, 0, 0, 0, 0, 0, 1, , , , , , IGSC_17_011, M, US, EDU, 402, 37, 29, 99, 66, 5483
"Shi, Xing", , 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_037, , , , , , , , , 
"Shi, Xingang", , 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_010, , , , , , , , , 
"Shi, Xuanhua", @hust.edu.cn, 0, 3, 0, 0, 0, 0, , "ICPP, Cluster, CCGrid", , , , , M, CN, EDU, 171, 16, 13, 30, 17, 1181
"Shi, Yu", @illinois.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_057, M, US, EDU, 6, 2, 2, 1, 1, 22
"Shi, Zhan", , 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_025, M, , , , , , , , 
"Shi, Zhongyi", , 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_030, F, , , , , , , , 
"Shiga, Sosuke", , 0, 0, 0, 0, 0, 1, , , , , , SIGIR_17_072, M, , , , , , , , 
"Shih, Chia-Chun", MISSING, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_026, , , , 25, 6, 6, 4, 3, 116
"Shih, Ming-Wei", @gatech.edu, 0, 0, 0, 0, 0, 2, , , , , , "NDSS_17_050, NDSS_17_051", M, US, EDU, 9, 3, 3, 1, 1, 43
"Shilane, Philip", @emc.com, 0, 3, 1, 0, 0, 1, , "SYSTOR, HotStorage, FAST", FAST, , , FAST_17_003, M, , COM, 78, 20, 19, 23, 22, 3529
"Shiloh, Amnon", , 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_036, M, , , , , , , , 
"Shim, Aaron", , 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_053, M, , , , , , , , 
"Shim, Kyuseok", @kdd.snu.ac.kr, 0, 1, 0, 0, 0, 0, , ICDM, , , , , M, KR, EDU, 207, 48, 32, 82, 60, 16864
"Shimokawabe, Takashi", , 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_054, M, , , , , , , , 
"Shin, Dear Sungbok", , 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_054, , , , , , , , , 
"Shin, Dongkun", @skku.edu, 0, 0, 0, 0, 0, 2, , , , , , "ATC_17_059, FAST_17_019", M, US, EDU, 112, 21, 15, 30, 19, 2186
"Shin, Insik", @cs.kaist.ac.kr, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_050, M, KR, EDU, 178, 23, 17, 43, 33, 2425
"Shin, Ji-Yong", @cs.yale.edu, 0, 2, 1, 0, 0, 0, , "ATC, SOCC", ATC, , , , M, US, EDU, 16, 6, 6, 5, 5, 392
"Shin, Kang G.", @umich.edu, 0, 0, 0, 0, 0, 5, , , , , , "NSDI_17_037, SIGMETRICS_17_004, CCS_17_069, MobiCom_17_026, CoNEXT_17_014", M, US, EDU, 1184, 97, 52, 548, 240, 41502
"Shin, Seunghee", , 0, 0, 0, 0, 0, 2, , , , , , "ISCA_17_014, MICRO_17_010", M, , , , , , , , 
"Shin, Seungwon", @kaist.ac.kr, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_006, M, KR, EDU, 53, 15, 14, 19, 16, 1664
"Shinde, Shweta", @comp.nus.edu.sg, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_054, F, SG, EDU, 10, 5, 5, 3, 3, 76
"Shinjo, Yasushi", , 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, , , , , , , , 
"Shinnar, Avraham", , 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_043, M, , , , , , , , 
"Shipman, Galen", @lanl.gov, 0, 1, 0, 0, 0, 2, , HotI, , , , "SC_17_013, HiPC_17_002", M, US, GOV, 111, 22, 21, 37, 34, 1457
"Shipton, Jonny", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_035, M, , , , , , , , 
"Shirako, Jun", @rice.edu, 0, 1, 0, 0, 0, 0, , Cluster, , , , , M, US, EDU, 63, 17, 14, 24, 19, 1042
"Shirazi, Behrooz", , 0, 0, 3, 1, 0, 2, , , "IGSC, IGSC, HPCC", HPCC, , "IGSC_17_017, HPCC_17_064", M, , , , , , , , 
"Shirvanian, Maliheh", @uab.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_083, F, US, EDU, 15, 5, 5, 3, 3, 62
"Shiryaev, Mikhail", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_001, M, , , , , , , , 
"Shivaswamy, Pannaga", @linkedin.com, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, US, COM, 34, 16, 15, 21, 20, 943
"Shmatikov, Vitaly", , 0, 0, 0, 0, 0, 3, , , , , , "HotOS_17_027, CCS_17_037, SP_17_028", M, , , , , , , , 
"Shoga, Kathleen", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_033, F, , , , , , , , 
"Shoham, Sharon", @tauex.tau.ac.il, 0, 1, 0, 0, 0, 1, , PLDI, , , , OOPSLA_17_037, F, IL, EDU, 46, 11, 10, 14, 11, 664
"Shoker, Ali", @inesctec.pt, 0, 1, 0, 0, 0, 0, , CCGrid, , , , , M, PT, EDU, 28, 6, 6, 5, 5, 123
"Shokouhi, Milad", @microsoft.com, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, , COM, 75, 25, 21, 34, 30, 1600
"Shokri, Reza", @comp.nus.edu.sg, 0, 2, 0, 0, 0, 1, , "NDSS, CCS", , , , SP_17_028, M, SG, EDU, 33, 19, 17, 23, 22, 1556
"Shontz, Suzanne", , 0, 3, 0, 0, 0, 0, , "IPDPS, SC, Cluster", , , , , F, , , , , , , , 
"Shoshitaishvili, Yan", @asu.edu, 0, 0, 0, 0, 0, 4, , , , , , "NDSS_17_068, CCS_17_022, CCS_17_131, SP_17_059", M, US, EDU, 15, 8, 8, 8, 8, 212
"Shoup, Victor", @cs.nyu.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_048, M, US, EDU, 136, 53, 37, 88, 64, 16256
"Shpeisman, Tatiana", , 0, 1, 0, 0, 0, 0, , PPoPP, , , , , F, , , , , , , , 
"Shraer, Alex", @cs.technion.ac.il, 0, 1, 0, 0, 0, 0, , SOCC, , , , , M, IL, EDU, 44, 15, 13, 19, 16, 1040
"Shriki, Udi", , 0, 0, 0, 0, 0, 1, , , , , , HotOS_17_025, M, , , , , , , , 
"Shrimpton, Thomas", @ufl.edu, 0, 1, 0, 0, 0, 1, , NDSS, , , , CCS_17_096, M, US, EDU, 48, 19, 18, 24, 23, 2384
"Shrira, Liuba", @brandeis.edu, 0, 2, 0, 0, 0, 0, , "ATC, Middleware", , , , , F, US, EDU, 91, 24, 13, 39, 16, 3566
"Shriraman, Arrvindh", @cs.sfu.ca, 0, 3, 0, 0, 0, 1, , "IPDPS, ASPLOS, MICRO", , , , HPCA_17_043, M, CA, EDU, 48, 15, 14, 21, 17, 962
"Shrivastava, Anshumali", @rice.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_004, M, US, EDU, 41, 10, 10, 11, 11, 470
"Shrobe, Howard", , 0, 0, 0, 1, 0, 0, , , , CCS, , , M, , , , , , , , 
"Shroff, Ness", @osu.edu, 0, 0, 0, 0, 0, 2, , , , , , "SIGMETRICS_17_009, MobiCom_17_009", M, US, EDU, 421, 64, 44, 192, 147, 16553
"Shu, Jiwu", @tsinghua.edu.cn, 0, 0, 0, 0, 0, 3, , , , , , "SC_17_003, ATC_17_053, ATC_17_058", M, CN, EDU, 210, 18, 16, 43, 35, 1543
"Shu, Yuanchao", @microsoft.com, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_062, , , COM, 28, 11, 11, 11, 11, 314
"Shuai, Hong-Han", , 0, 0, 0, 0, 0, 1, , , , , , KDD_17_063, M, , , , , , , , 
"Shudler, Sergei", , 0, 0, 0, 0, 0, 2, , , , , , "PPoPP_17_028, EuroPar_17_006", M, , , , , , , , 
"Shukla, Sudhanshu", , 0, 0, 0, 0, 0, 1, , , , , , HPCA_17_013, M, , , , , , , , 
"Shulaker, Max", , 0, 0, 0, 1, 0, 0, , , , SC, , , M, , , , , , , , 
"Shulenburger, Luke", @sandia.gov, 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_022, SC_17_035", M, US, GOV, 25, 11, 10, 12, 10, 389
"Shull, Thomas", , 0, 0, 0, 0, 0, 2, , , , , , "ISCA_17_027, ISCA_17_038", M, , , , , , , , 
"Shulman, Haya", @sit.fraunhofer.de, 0, 0, 0, 0, 0, 2, , , , , , "NSDI_17_009, NDSS_17_044", F, DE, GOV, 55, 11, 10, 15, 13, 381
"Shun, Julian", @mit.edu, 0, 1, 0, 0, 0, 1, , HiPC, , , , SPAA_17_024, M, US, EDU, 42, 11, 11, 17, 16, 667
"Shyng, Hao", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_008, , , , , , , , , 
"Si, Min", @anl.gov, 0, 4, 1, 0, 0, 3, , "Cluster, CCGrid, HotI, HPCC", ICPP, , , "SC_17_057, HPCC_17_027, HPCC_17_029", F, US, GOV, 6, 3, 3, 3, 3, 55
"Si, Si", @cs.utexas.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_002, F, US, EDU, 25, 9, 9, 9, 9, 671
"Si, Xujie", @cis.upenn.edu, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_016, M, US, EDU, 10, 3, 3, 0, 0, 23
"Siadati, Hossein", @nyu.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_079, M, US, EDU, 18, 4, 4, 2, 2, 58
"Siakavaras, Dimitrios", , 0, 0, 0, 0, 0, 1, , , , , , PACT_17_001, M, , , , , , , , 
"Siavoshani, Mahdi Jafari", @ce.sharif.edu, 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_105, M, IR, EDU, 37, 10, 8, 12, 8, 359
"Sibghat, Huma", , 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_030, F, , , , , , , , 
